Jugador;País;Posc;Equipo;Liga;Edad;PJ;PG;PE;PP;Puntosjugador;Pts;Titular;Suplente;Mín;90 s;Gls;GC;Ass;G-TP;T.Penalti;Penal.Anotado;TA;TR;xG;xAG;Avances;Pases.Peligrosos;Pases.Recibidos;Valor Mercado (millones de e);Salario semanal;Salario anual;Dis;G/T;G-xG;Posesion;Regates;RegatesExt;RegExitosos%;DesafiosDef;DesafExt%;DisBloq;Intercep;Despejes;onG;onGC;Dentro-Fuera;Dentro-Fuera_xG
Pascal Groß;GER;CC;Brighton;PremierLeague;32;36;12;12;14;1,25;48;34;2;3114;34,6;4;62;10;3;1;1;6;0;6,5;8,1;83;302;180;8;65000;3380000;54;0,06;-2,5;59,8;30;16;53,3;72;43,1;8;22;32;50;50;2,06;0,18
Mark Flekken;NED;PO;Brentford;PremierLeague;30;37;10;9;19;1,05;39;37;0;3285;36,5;0;65;1;0;0;0;3;0;0;0,5;0;5;0;10;30000;1560000;0;;0;45,2;4;3;75;5;20;0;0;17;53;63;-0,94;0,23
Lewis Hall;ENG;DF;Newcastle Utd;PremierLeague;18;18;18;6;14;1,44;60;8;10;781;8,7;1;62;0;1;0;0;2;0;0,3;0,3;19;46;27;;7000;364000;11;0,09;0,7;52,2;18;9;50;28;60,7;2;12;22;23;12;0,86;0,87
Wes Foderingham;ENG;PO;Sheffield Utd;PremierLeague;32;30;3;7;28;0,43;16;29;1;2649;29,4;0;104;0;0;0;0;2;0;0;0,1;0;0;0;0,8;12500;650000;0;;0;35,8;2;2;100;6;83,3;0;0;18;24;79;-0,23;-0,52
Lloyd Kelly;ENG;DF;Bournemouth;PremierLeague;24;23;13;9;16;1,13;48;17;6;1559;17,3;0;67;1;0;0;0;2;0;0,3;1,2;15;56;28;15;30000;1560000;4;0;-0,3;44,4;4;2;50;25;56;12;13;67;22;32;-0,43;0,04
Omari Forson;ENG;DL;Manchester Utd;PremierLeague;19;4;18;6;14;0,75;60;1;3;70;0,8;0;58;1;0;0;0;0;0;0;0,2;1;2;2;;;;1;0;0;50,6;2;1;50;1;100;0;0;0;1;2;-1,29;0,94
Lyle Foster;RSA;DL;Burnley;PremierLeague;22;24;5;9;24;0,79;24;22;2;1899;21,1;5;78;3;5;0;0;0;1;4,5;1,9;55;37;104;11;32500;1690000;34;0,15;0,5;47,4;39;19;48,7;17;35,3;3;3;34;22;43;-0,05;-0,3
Matheus França;BRA;CC;Crystal Palace;PremierLeague;19;10;13;10;15;0,7;49;1;9;232;2,6;0;58;1;0;0;0;1;0;0,4;0,9;12;8;12;10;40000;2080000;8;0;-0,4;42,3;14;4;28,6;7;14,3;0;1;1;7;7;0,03;0,43
Nathan Fraser;IRL;DL;Wolves;PremierLeague;18;7;13;7;18;0,57;46;1;6;186;2,1;0;65;0;0;0;0;1;0;0,3;0,1;1;2;21;;;;3;0;-0,3;48,9;0;0;;3;33,3;1;1;2;4;3;0,93;0,35
Luca Koleosho;ITA;CC;Burnley;PremierLeague;18;15;5;9;24;0,47;24;13;2;974;10,8;1;78;1;1;0;0;0;0;2;1,3;53;19;82;7;10000;520000;23;0,04;-1;47,4;78;33;42,3;10;20;0;2;0;11;23;-0,19;0,26
Saman Ghoddos;IRN;DF;Brentford;PremierLeague;29;19;10;9;19;0,74;39;7;12;739;8,2;1;65;0;1;0;0;5;0;0,3;1,1;22;36;31;2;15000;780000;9;0,11;0,7;45,2;13;3;23,1;31;54,8;2;5;12;10;20;-1,25;0,07
Ryan Giles;ENG;DF;Luton Town;PremierLeague;23;11;6;8;24;0,64;26;5;6;503;5,6;0;85;0;0;0;0;0;0;0,1;0,2;9;17;30;5;35000;1820000;2;0;-0,1;42,4;8;4;50;7;28,6;0;4;22;5;14;-0,87;-0,6
Luis Sinisterra;COL;DL;Bournemouth;PremierLeague;24;20;13;9;16;1,35;48;7;13;699;7,8;2;67;2;2;0;0;0;0;2,5;2,4;51;38;85;20;65000;3380000;27;0,07;-0,5;44,4;49;29;59,2;16;56,3;0;8;4;12;18;-0,54;0,44
Toti Gomes;POR;DF;Wolves;PremierLeague;24;35;13;7;18;1,31;46;31;4;2772;30,8;1;65;3;1;0;0;7;0;1,6;1,2;22;79;11;22;10000;520000;10;0,1;-0,6;48,9;31;23;74,2;37;64,9;19;26;93;42;49;0,88;0,15
Sergio Gómez;ESP;DL;Manchester City;PremierLeague;22;6;28;7;3;3;91;0;6;53;0,6;0;34;1;0;0;0;0;0;0,2;0,2;4;2;4;10;50000;2600000;2;0;-0,2;65,2;2;2;100;2;50;0;1;0;3;2;0,07;-0,89
Luke Thomas;ENG;DF;Sheffield Utd;PremierLeague;22;12;3;7;28;0,42;16;11;1;917;10,2;0;104;0;0;0;0;3;0;0,5;0,1;8;33;22;;15000;780000;6;0;-0,5;35,8;10;5;50;14;57,1;5;10;27;5;29;-0,74;-0,49
Mads Juel Andersen;DEN;DF;Luton Town;PremierLeague;25;8;6;8;24;1,13;26;4;4;400;4,4;1;85;0;1;0;0;1;0;0,3;0;0;7;1;;15000;780000;3;0,33;0,7;42,4;1;0;0;4;100;6;8;29;2;6;-0,04;0,08
Mads Roerslev;DEN;DF;Brentford;PremierLeague;24;34;10;9;19;1,09;39;22;12;1985;22,1;1;65;2;1;0;0;1;0;0,9;1,8;18;43;90;10;20000;1040000;7;0,14;0,1;45,2;28;11;39,3;54;50;3;19;71;32;40;-0,3;-0,69
Matt Turner;USA;PO;Nott'ham Forest;PremierLeague;29;17;9;9;20;1,11;32;17;0;1530;17;0;67;0;0;0;0;2;0;0;0;0;0;0;7;40000;2080000;0;;0;40,6;0;0;;0;;0;0;8;24;29;0,32;-0,36
Orel Mangala;BEL;CC;Nott'ham Forest;PremierLeague;25;20;9;9;20;0,85;32;19;1;1563;17,4;1;67;0;1;0;0;6;0;0,8;0,2;13;45;14;10;30000;1560000;10;0,1;0,2;40,6;30;13;43,3;29;48,3;6;26;32;16;31;-0,72;-0,62
Marcos Senesi;ARG;DF;Bournemouth;PremierLeague;26;31;13;9;16;1,13;48;26;5;2242;24,9;4;67;5;4;0;0;13;0;2;1,7;31;127;4;22;50000;2600000;13;0,31;2;44,4;20;11;55;56;42,9;23;35;109;37;44;0,18;-0,03
Marcus Tavernier;ENG;DL;Bournemouth;PremierLeague;24;30;13;9;16;1,33;48;25;5;2118;23,5;3;67;4;3;0;0;3;0;3,9;5,2;79;84;171;17;35000;1820000;53;0,06;-0,9;44,4;106;44;41,5;48;54,2;3;5;23;37;38;0,79;0,43
Rico Henry;ENG;DF;Brentford;PremierLeague;26;5;10;9;19;1,2;39;5;0;401;4,5;0;65;1;0;0;0;1;0;0,1;1;13;20;12;18;35000;1820000;2;0;-0,1;45,2;10;7;70;7;85,7;3;5;5;8;5;1,03;1,12
Son Heung-min;KOR;DL;Tottenham;PremierLeague;31;35;20;6;12;1,74;66;34;1;2934;32,6;17;61;10;15;2;2;1;0;12;11,8;119;139;325;45;190000;9880000;83;0,18;5;61,6;92;39;42,4;21;47,6;1;8;4;63;51;0,18;0,29
Mario Lemina;GAB;CC;Wolves;PremierLeague;29;35;13;7;18;1,14;46;34;1;2968;33;4;65;1;4;0;0;12;1;4,6;1,5;32;76;49;10;45000;2340000;48;0,08;-0,6;48,9;46;25;54,3;47;53,2;9;41;64;43;55;0,23;-0,08
Mason Holgate;ENG;DF;Sheffield Utd;PremierLeague;26;10;3;7;28;0,5;16;9;1;710;7,9;0;104;0;0;0;0;3;1;0,6;0,4;0;13;0;2;70000;3640000;3;0;-0,6;35,8;2;1;50;12;41,7;5;11;40;11;22;0,53;0,5
Will Hughes;ENG;CC;Crystal Palace;PremierLeague;28;30;13;10;15;1,23;49;23;7;1891;21;0;58;1;0;0;0;6;0;0,3;1,1;14;76;17;2,5;35000;1820000;8;0;-0,3;42,3;15;9;60;48;50;14;21;25;29;38;-0,9;-0,47
Mark Travers;IRL;PO;Bournemouth;PremierLeague;24;4;13;9;16;1,5;48;4;0;360;4;0;67;0;0;0;0;0;0;0;0;0;0;0;2;20000;1040000;0;;0;44,4;0;0;;0;;0;0;2;5;5;0,38;-0,19
Pierre Højbjerg;DEN;CC;Tottenham;PremierLeague;27;36;20;6;12;1,81;66;8;28;1311;14,6;0;61;0;0;0;0;4;0;0,7;1,2;17;134;29;;100000;5200000;19;0;-0,7;61,6;23;12;52,2;34;38,2;7;19;30;31;28;-0,22;0,04
Milos Kerkez;HUN;DF;Bournemouth;PremierLeague;19;28;13;9;16;1,14;48;22;6;1970;21,9;0;67;1;0;0;0;4;1;1,2;0,8;46;44;93;20;30000;1560000;16;0;-1,2;44,4;27;12;44,4;42;71,4;11;20;60;25;37;-0,49;-0,47
Tim Iroegbunam;ENG;CC;Aston Villa;PremierLeague;20;9;20;8;10;1,44;68;1;8;164;1,8;0;61;0;0;0;0;0;0;0;0;3;1;0;;5000;260000;0;;0;53,1;7;3;42,9;9;44,4;0;2;3;2;7;-3,3;-2
Marvelous Nakamba;ZIM;CC;Luton Town;PremierLeague;29;13;6;8;24;0,46;26;13;0;1130;12,6;0;85;0;0;0;0;5;0;0,2;0,4;1;36;5;5;30000;1560000;5;0;-0,2;42,4;10;3;30;42;57,1;6;11;11;10;24;-0,37;-0,13
Neto;BRA;PO;Bournemouth;PremierLeague;34;32;13;9;16;1,22;48;32;0;2880;32;0;67;0;0;0;0;5;0;0;0;0;0;0;10;50000;2600000;0;;0;44,4;2;2;100;0;;0;1;12;46;55;0,39;0,27
Reece James;ENG;DF;Chelsea;PremierLeague;23;10;18;9;11;1,2;63;5;5;419;4,7;0;63;2;0;0;0;2;2;0,3;1,7;19;21;35;40;250000;13000000;7;0;-0,3;58,6;15;9;60;10;80;4;3;7;8;11;-1,15;-0,87
Vitaly Janelt;GER;CC;Brentford;PremierLeague;25;38;10;9;19;1,03;39;37;1;3054;33,9;1;65;3;1;0;0;8;0;1,8;4,8;25;123;81;22;30000;1560000;21;0,05;-0,8;45,2;18;8;44,4;64;50;9;36;64;50;52;1,66;0,31
Mathias Jensen;DEN;CC;Brentford;PremierLeague;27;32;10;9;19;1,09;39;27;5;2204;24,5;3;65;3;3;0;0;5;0;0,7;4;19;123;66;20;50000;2600000;14;0,21;2,3;45,2;44;18;40,9;95;27,4;6;23;25;37;45;-0,25;-0,4
Raúl Jiménez;MEX;DL;Fulham;PremierLeague;32;24;13;8;17;1,25;47;18;6;1395;15,5;7;61;0;7;0;0;3;1;5,2;1,5;11;24;87;4;100000;5200000;41;0,17;1,8;50,6;24;10;41,7;20;35;3;4;13;25;26;0,16;-0,71
Mathias Jørgensen;DEN;DF;Brentford;PremierLeague;33;14;10;9;19;0,57;39;12;2;1087;12,1;1;65;0;1;0;0;4;0;0,7;0,9;5;50;4;;25000;1300000;8;0,13;0,3;45,2;4;3;75;19;57,9;5;12;40;16;24;-0,62;-0,68
Matz Sels;BEL;PO;Nott'ham Forest;PremierLeague;31;16;9;9;20;1;32;16;0;1440;16;0;67;0;0;0;0;1;0;0;0,1;0;0;0;;35000;1820000;0;;0;40,6;0;0;;0;;0;0;11;22;27;0,28;0,61
Max Kilman;ENG;DF;Wolves;PremierLeague;26;38;13;7;18;1,21;46;38;0;3420;38;2;65;0;2;0;0;7;0;1,8;1,4;22;117;5;30;50000;2600000;14;0,14;0,2;48,9;16;10;62,5;32;75;37;39;182;50;65;;
Max Lowe;ENG;DF;Sheffield Utd;PremierLeague;26;10;3;7;28;0,7;16;4;6;503;5,6;0;104;0;0;0;0;1;0;0,6;0,7;5;12;11;1;10000;520000;2;0;-0,6;35,8;5;2;40;15;53,3;4;5;15;6;12;0,87;0,35
Sam Johnstone;ENG;PO;Crystal Palace;PremierLeague;30;20;13;10;15;1,05;49;20;0;1796;20;0;58;0;0;0;0;1;0;0;0;0;0;0;10;40000;2080000;0;;0;42,3;0;0;;1;100;0;1;5;21;27;-0,58;0,07
Michael Keane;ENG;DF;Everton;PremierLeague;30;9;13;9;16;0,67;42;4;5;439;4,9;1;51;0;1;0;0;2;0;0,7;0;4;14;3;5;80000;4160000;6;0,17;0,3;40,8;3;2;66,7;7;14,3;4;5;18;2;13;-2,26;-1,06
Michael Olakigbe;ENG;DF;Brentford;PremierLeague;19;8;10;9;19;0,63;39;0;8;59;0,7;0;65;0;0;0;0;0;0;0,1;0;10;4;17;;;;3;0;-0,1;45,2;11;3;27,3;4;50;0;1;0;1;0;1,79;1,9
Sasa Kalajdzic;AUT;DL;Wolves;PremierLeague;26;11;13;7;18;1,09;46;1;10;166;1,8;2;65;0;2;0;0;0;0;1,1;1;1;5;9;5;35000;1820000;4;0,5;0,9;48,9;1;1;100;2;50;0;1;6;6;2;2,69;2,16
Willy Kambwala;FRA;DF;Manchester Utd;PremierLeague;18;8;18;6;14;1;60;3;5;330;3,7;0;58;0;0;0;0;1;0;0;0;2;8;1;;7500;390000;0;;0;50,6;2;0;0;3;33,3;3;4;14;5;10;-1,48;-1,16
Thomas Kaminski;BEL;PO;Luton Town;PremierLeague;30;38;6;8;24;0,68;26;38;0;3405;37,8;0;85;0;0;0;0;3;0;0;0;0;1;0;3;25000;1300000;0;;0;42,4;2;2;100;6;33,3;0;0;14;52;85;-0,87;-0,34
Mike Trésor;BEL;DL;Burnley;PremierLeague;24;16;5;9;24;0,63;24;3;13;420;4,7;0;78;0;0;0;0;0;0;0,5;0,4;15;10;31;;10000;520000;5;0;-0,5;47,4;22;11;50;18;44,4;0;1;1;4;10;-0,36;-0,67
Thilo Kehrer;GER;DF;West Ham;PremierLeague;26;4;14;10;14;1,75;52;0;4;22;0,2;0;74;0;0;0;0;2;0;0;0;0;1;1;9;80000;4160000;0;;0;41,1;0;0;;0;;2;0;0;0;1;-3,75;0,79
Nélson Semedo;POR;DF;Wolves;PremierLeague;29;36;13;7;18;1,19;46;36;0;3084;34,3;0;65;1;0;0;0;10;1;1,3;1,7;103;138;150;12;80000;4160000;17;0;-1,3;48,9;90;51;56,7;64;59,4;8;36;85;45;60;-0,44;-0,1
Pablo Sarabia;ESP;CC;Wolves;PremierLeague;31;30;13;7;18;1,33;46;20;10;1745;19,4;4;65;7;2;2;2;5;0;5,5;5,9;41;109;137;10;90000;4680000;44;0,05;-1,5;48,9;43;17;39,5;36;33,3;1;10;9;31;27;1,23;0,71
Moussa Niakhate;SEN;DF;Nott'ham Forest;PremierLeague;27;21;9;9;20;0,95;32;15;6;1460;16,2;1;67;0;1;0;0;5;1;1,1;0,1;13;39;6;;45000;2340000;5;0,2;-0,1;40,6;3;3;100;25;80;12;14;51;20;35;-0,79;-0,22
Mykhailo Mudryk;UKR;DL;Chelsea;PremierLeague;22;31;18;9;11;1,52;63;18;13;1576;17,5;5;63;2;5;0;0;5;0;4,4;4,1;92;45;139;;100000;5200000;35;0,14;0,6;58,6;81;39;48,1;32;31,3;1;9;9;40;28;0,59;0,47
Nathan Patterson;SCO;DF;Everton;PremierLeague;21;20;13;9;16;1,05;42;9;11;1005;11,2;0;51;2;0;0;0;4;0;0,3;1,7;17;38;39;15;28000;1456000;4;0;-0,3;40,8;18;7;38,9;37;37,8;3;9;33;12;21;-0,73;-0,27
Nathan Redmond;ENG;DL;Burnley;PremierLeague;29;12;5;9;24;0,58;24;0;12;142;1,6;0;78;0;0;0;0;1;0;0;0,3;7;8;22;3;35000;1820000;0;;0;47,4;6;4;66,7;4;25;0;0;3;2;5;-0,97;0,1
Neal Maupay;FRA;DL;Brentford;PremierLeague;26;29;10;9;19;0,97;39;13;16;1321;14,7;6;65;3;6;0;0;8;0;5,7;2,3;21;37;91;;50000;2600000;5;0;-1,4;45,2;33;9;27,3;13;23,1;0;2;3;24;35;-0,84;-0,21
Tariq Lamptey;GHA;DF;Brighton;PremierLeague;22;19;12;12;14;1,32;48;10;9;914;10,2;0;62;3;0;0;0;3;0;0,4;1,2;39;17;64;;35000;1820000;6;0;-0,4;59,8;19;6;31,6;22;59,1;3;6;6;12;20;-0,82;-0,53
Yasser Larouci;ALG;DF;Sheffield Utd;PremierLeague;22;11;3;7;28;0,18;16;6;5;531;5,9;0;104;0;0;0;0;1;0;0,2;0,3;18;14;12;2;10000;520000;6;0;-0,2;35,8;17;10;58,8;14;71,4;1;7;20;5;11;0,95;-0,78
Nuno Tavares;POR;DF;Nott'ham Forest;PremierLeague;23;8;9;9;20;1,13;32;5;3;457;5,1;0;67;0;0;0;0;2;0;0,2;0,5;14;24;12;;30000;1560000;7;0;-0,2;40,6;9;6;66,7;9;88,9;0;1;21;8;9;0,32;0,45
Odeluga Offiah;ENG;DF;Brighton;PremierLeague;20;4;12;12;14;0,25;48;1;3;128;1,4;0;62;0;0;0;0;0;0;0;0;9;4;9;;;;0;;0;59,8;6;4;66,7;1;100;0;1;0;1;3;-1,27;-0,24
Victor Lindelöf;SWE;DF;Manchester Utd;PremierLeague;29;19;18;6;14;1,95;60;14;5;1328;14,8;1;58;1;1;0;0;2;0;0,8;0,3;17;40;17;15;120000;6240000;6;0,17;0,2;50,6;1;1;100;13;38,5;9;12;40;18;16;0,26;0,39
Valentino Livramento;ENG;DF;Newcastle Utd;PremierLeague;20;26;18;6;14;1,73;60;12;14;1314;14,6;1;62;0;1;0;0;1;0;0,4;0,8;44;61;76;35;50000;2600000;4;0,25;0,6;52,2;30;17;56,7;21;47,6;7;25;41;31;27;-0,54;-0,48
Oliver McBurnie;SCO;DL;Sheffield Utd;PremierLeague;27;21;3;7;28;0,29;16;15;6;1280;14,2;6;104;3;4;2;2;7;2;6,9;2;6;30;60;;25000;1300000;31;0,13;-0,9;35,8;17;6;35,3;12;41,7;2;5;28;20;40;0,65;0,76
Oliver Norwood;NIR;CC;Sheffield Utd;PremierLeague;32;27;3;7;28;0,44;16;16;11;1440;16;1;104;0;0;1;1;8;0;1,1;0,6;3;73;10;;20000;1040000;14;0;-0,1;35,8;3;1;33,3;47;42,6;9;21;39;12;47;-0,64;-0,81
Tom Lockyer;WAL;DF;Luton Town;PremierLeague;28;14;6;8;24;0,64;26;14;0;1169;13;1;85;1;1;0;0;4;0;1,1;0,6;6;37;2;2;20000;1040000;7;0,14;-0,1;42,4;6;4;66,7;22;68,2;13;23;68;12;23;0,03;-0,25
Sean Longstaff;ENG;CC;Newcastle Utd;PremierLeague;25;35;18;6;14;1,54;60;30;5;2747;30,5;6;62;2;6;0;0;7;0;6,6;2,3;24;145;116;25;50000;2600000;41;0,15;-0,6;52,2;23;11;47,8;63;38,1;7;17;23;74;50;0,92;-0,04
Pelly Ruddock Mpanzu;COD;CC;Luton Town;PremierLeague;30;27;6;8;24;0,7;26;11;16;1101;12,2;0;85;0;0;0;0;1;0;0,6;0,4;10;34;15;1;10000;520000;11;0;-0,6;42,4;16;9;56,3;9;55,6;7;9;16;13;29;-0,65;-0,79
Solly March;ENG;DL;Brighton;PremierLeague;29;7;12;12;14;1,43;48;7;0;554;6,2;3;62;1;3;0;0;1;0;2;1;14;24;44;18;50000;2600000;14;0,21;1;59,8;18;8;44,4;14;57,1;0;11;8;13;11;0,61;0,19
Reiss Nelson;ENG;DL;Arsenal;PremierLeague;23;15;28;5;5;2,27;89;1;14;268;3;0;29;0;0;0;0;1;0;0,2;0,6;9;5;26;12;100000;5200000;4;0;-0,2;58,2;7;1;14,3;10;80;1;1;5;10;1;1,51;0,39
Rhys Norrington-Davies;WAL;DF;Sheffield Utd;PremierLeague;24;5;3;7;28;0,8;16;2;3;110;1,2;0;104;0;0;0;0;1;0;0;0;3;2;6;;4000;208000;0;;0;35,8;1;1;100;1;0;0;1;2;1;6;-2,35;0,42
Richarlison;BRA;DL;Tottenham;PremierLeague;26;28;20;6;12;1,82;66;18;10;1491;16,6;11;61;4;11;0;0;3;0;9,6;2,1;26;38;106;40;90000;4680000;62;0,18;1,4;61,6;37;10;27;10;20;6;8;23;37;18;1,43;0,26
Scott McKenna;SCO;DF;Nott'ham Forest;PremierLeague;26;5;9;9;20;1,4;32;5;0;416;4,6;0;67;0;0;0;0;0;0;0,2;0,2;1;10;0;;20000;1040000;2;0;-0,2;40,6;0;0;;3;66,7;4;5;27;7;6;0,79;-0,06
Robert Sánchez;ESP;PO;Chelsea;PremierLeague;25;16;18;9;11;1,19;63;16;0;1433;15,9;0;63;0;0;0;0;2;0;0;0;0;1;0;28;60000;3120000;0;;0;58,6;0;0;;0;;0;0;11;26;25;-0,53;-0,04
Robin Olsen;SWE;PO;Aston Villa;PremierLeague;33;5;20;8;10;0,8;68;4;1;405;4,5;0;61;0;0;0;0;0;0;0;0;0;0;0;1,5;50000;2600000;0;;0;53,1;0;0;;0;;0;0;1;4;13;-2,72;-1,52
Teden Mengi;ENG;DF;Luton Town;PremierLeague;21;30;6;8;24;0,73;26;28;2;2469;27,4;1;85;0;1;0;0;3;0;0,6;0,3;15;54;1;5;10000;520000;11;0,09;0,4;42,4;11;7;63,6;30;63,3;27;57;140;37;59;0,24;-0,23
Rodrigo Muniz;BRA;DL;Fulham;PremierLeague;22;26;13;8;17;1,04;47;18;8;1593;17,7;9;61;1;9;0;0;1;0;8,7;2;8;19;76;10;7500;390000;73;0,12;0,3;50,6;20;5;25;6;16,7;3;6;20;24;27;-0,02;0,53
Rodrigo Ribeiro;POR;CC;Nott'ham Forest;PremierLeague;18;4;9;9;20;1,25;32;0;4;17;0,2;0;67;0;0;0;0;0;0;0;0;2;2;1;;7500;390000;0;;0;40,6;1;0;0;1;0;0;1;0;0;0;0,48;-0,11
Tyrick Mitchell;ENG;DF;Crystal Palace;PremierLeague;23;37;13;10;15;1,32;49;37;0;3204;35,6;2;58;3;2;0;0;6;0;1,6;2,8;32;94;159;12;40000;2080000;12;0,17;0,4;42,3;37;18;48,6;60;71,7;10;26;104;52;55;-0,92;-0,38
Vitaliy Mykolenko;UKR;DF;Everton;PremierLeague;24;28;13;9;16;1,32;42;28;0;2469;27,4;2;51;0;2;0;0;1;0;1,5;0,9;14;55;68;28;58000;3016000;26;0,08;0,5;40,8;31;18;58,1;66;62,1;11;36;92;30;37;0,12;-0,06
Wilson Odobert;FRA;CC;Burnley;PremierLeague;18;29;5;9;24;0,59;24;25;4;2098;23,3;3;78;2;3;0;0;3;0;2,8;3,3;102;58;123;15;10000;520000;49;0,06;0,2;47,4;110;53;48,2;22;27,3;2;6;14;25;48;-0,03;-0,34
Stefan Ortega;GER;PO;Manchester City;PremierLeague;30;9;28;7;3;2,56;91;5;4;635;7,1;0;34;0;0;0;0;0;0;0;0;0;0;0;9;55000;2860000;0;;0;65,2;0;0;;0;;0;0;2;18;7;-0,09;-0,37
William Osula;DEN;DL;Sheffield Utd;PremierLeague;19;21;3;7;28;0,29;16;9;12;786;8,7;0;104;0;0;0;0;4;0;1,6;0,1;7;2;41;2;12500;650000;21;0;-1,6;35,8;17;3;17,6;2;50;1;2;9;4;23;-0,47;-0,95
Sergio Reguilón;ESP;DF;Brentford;PremierLeague;26;16;10;9;19;1;39;14;5;1118;12,4;0;65;4;0;0;0;4;1;0,8;2,8;34;38;40;10;53000;2756000;4;0;-0,2;45,2;11;3;27,3;17;47,1;0;5;7;4;7;-0,72;0,54
Thomas Partey;GHA;CC;Arsenal;PremierLeague;30;14;28;5;5;2,71;89;9;5;788;8,8;0;29;0;0;0;0;3;0;0,4;0,3;15;72;10;15;200000;10400000;8;0;-0,4;58,2;13;9;69,2;10;50;3;11;9;20;5;0,11;-0,62
Takehiro Tomiyasu;JPN;DF;Arsenal;PremierLeague;24;22;28;5;5;2,41;89;10;12;1149;12,8;2;29;1;2;0;0;2;1;1,5;0,4;17;72;37;20;55000;2860000;17;0,12;0,5;58,2;12;4;33,3;18;61,1;4;18;33;30;10;-0,1;-0,47
Tim Ream;USA;DF;Fulham;PremierLeague;35;18;13;8;17;1,22;47;17;1;1503;16,7;1;61;0;1;0;0;4;1;1;0;11;65;3;1;30000;1560000;1;1;0;50,6;7;6;85,7;18;50;15;25;61;24;29;-0,25;-0,18
Thiago Silva;BRA;DF;Chelsea;PremierLeague;38;31;18;9;11;1,65;63;28;3;2527;28,1;3;63;1;3;0;0;4;0;0,8;1;2;102;5;;110000;5720000;14;0,21;2,2;58,6;4;2;50;34;58,8;24;26;153;58;45;0,36;-0,1
Vinicius Souza;BRA;CC;Sheffield Utd;PremierLeague;24;36;3;7;28;0,44;16;29;7;2668;29,6;1;104;0;1;0;0;3;0;0,6;0,2;8;66;21;;30000;1560000;14;0,07;0,4;35,8;30;17;56,7;74;55,4;17;32;75;27;80;0,13;-0,42
Virgil van Dijk;NED;DF;Liverpool;PremierLeague;32;36;24;10;4;2,11;82;36;0;3177;35,3;2;41;2;2;0;0;3;1;2,8;1,6;32;200;7;30;220000;11440000;45;0,04;-0,8;61,3;5;2;40;14;85,7;34;39;144;78;40;-1,52;0,01
Youri Tielemans;BEL;CC;Aston Villa;PremierLeague;26;32;20;8;10;1,91;68;17;15;1622;18;2;61;6;2;0;0;3;0;1,3;2,6;23;128;46;25;150000;7800000;14;0,14;0,7;53,1;29;15;51,7;40;40;3;15;9;40;27;0,62;0,15
Raphaël Varane;FRA;DF;Manchester Utd;PremierLeague;30;22;18;6;14;1,91;60;16;6;1375;15,3;1;58;0;1;0;0;2;0;1,3;0,1;16;59;2;20;340000;17680000;8;0,13;-0,3;50,6;2;1;50;14;71,4;18;15;88;25;23;0,26;0,3
Joël Veltman;NED;DF;Brighton;PremierLeague;31;27;12;12;14;1,3;48;17;10;1588;17,6;1;62;1;1;0;0;4;0;0,4;0,5;24;85;54;10;50000;2600000;5;0,2;0,6;59,8;11;1;9,1;58;67,2;7;18;57;28;32;-0,08;-0,28
Bart Verbruggen;NED;PO;Brighton;PremierLeague;20;21;12;12;14;1,38;48;21;0;1890;21;0;62;0;0;0;0;3;0;0;0;0;3;0;18;35000;1820000;0;;0;59,8;1;1;100;2;50;0;0;11;31;28;0,73;-0,3
Fabio Vieira;POR;CC;Arsenal;PremierLeague;23;11;28;5;5;2,36;89;2;9;297;3,3;1;29;2;0;1;1;0;1;1,3;1,6;12;15;30;22;45000;2340000;6;0;-0,3;58,2;9;2;22,2;3;100;0;2;2;11;2;1,2;0,74
Carlos Vinícius;BRA;DL;Fulham;PremierLeague;28;13;13;8;17;1,23;47;2;11;315;3,5;2;61;0;2;0;0;2;0;1,6;0,8;3;3;13;5;40000;2080000;9;0,22;0,4;50,6;8;2;25;4;0;0;0;1;6;5;0,49;1,05
Vitinho;BRA;DF;Burnley;PremierLeague;24;32;5;9;24;0,63;24;26;6;2314;25,7;0;78;2;0;0;0;1;0;1,6;1,3;59;66;110;8;25000;1300000;25;0;-1,6;47,4;58;25;43,1;86;50;6;12;47;31;44;1,45;0,4
Odisseas Vlachodimos;GRE;PO;Nott'ham Forest;PremierLeague;29;5;9;9;20;0,6;32;5;0;450;5;0;67;0;0;0;0;0;0;0;0;0;1;0;;45000;2340000;0;;0;40,6;0;0;;1;0;0;0;1;6;12;-0,84;-0,51
Kyle Walker;ENG;DF;Manchester City;PremierLeague;33;32;28;7;3;2,34;91;30;2;2767;30,7;0;34;4;0;0;0;2;0;0,4;2,6;74;157;172;13;175000;9100000;16;0;-0,4;65,2;35;21;60;39;48,7;6;27;40;78;29;-0,2;-0,12
Aaron Wan-Bissaka;ENG;DF;Manchester Utd;PremierLeague;25;22;18;6;14;1,32;60;20;2;1780;19,8;0;58;2;0;0;0;4;0;0,1;1,5;30;77;54;20;90000;4680000;3;0;-0,1;50,6;32;17;53,1;26;73,1;15;41;68;30;34;-0,37;-0,65
Joel Ward;ENG;DF;Crystal Palace;PremierLeague;33;26;13;10;15;1,19;49;23;3;1980;22;0;58;1;0;0;0;4;0;0,9;0,2;16;66;14;0,8;35000;1820000;10;0;-0,9;42,3;12;8;66,7;47;63,8;10;14;94;23;34;-1,12;-0,21
